concurso,acertos,loss
506,9,0.6795071363449097
507,8,0.6830954551696777
508,9,0.6626183390617371
509,12,0.6592437028884888
510,9,0.6615432500839233
511,8,0.6868191361427307
512,10,0.6595205664634705
513,8,0.6659293174743652
514,8,0.6818330883979797
515,9,0.6844547986984253
516,10,0.6687948107719421
517,7,0.6934149861335754
518,11,0.6567405462265015
519,10,0.6703150272369385
520,11,0.6669483184814453
521,10,0.6614246368408203
522,9,0.6760267019271851
523,8,0.6789736151695251
524,9,0.6738674640655518
525,8,0.6757456064224243
526,11,0.6496400237083435
527,10,0.6606301665306091
528,9,0.6674331426620483
529,8,0.692607045173645
530,10,0.6681735515594482
531,11,0.6530744433403015
532,7,0.7002922296524048
533,10,0.6606684327125549
534,11,0.6439414024353027
535,11,0.6777344346046448
536,10,0.6682655215263367
537,8,0.6766196489334106
538,9,0.6685915589332581
539,9,0.6800171732902527
540,10,0.6715270280838013
541,8,0.7005230188369751
542,7,0.7005648612976074
543,9,0.673023521900177
544,10,0.6508612036705017
545,9,0.6695045232772827
546,11,0.6703407764434814
547,9,0.6931440830230713
548,7,0.6855141520500183
549,6,0.6959298849105835
550,6,0.706248939037323
551,10,0.678488552570343
552,8,0.6893613338470459
553,10,0.6646557450294495
554,8,0.6980441212654114
555,8,0.6834269762039185
556,7,0.6954249739646912
557,8,0.6834781169891357
558,7,0.6790187358856201
559,9,0.675729513168335
560,10,0.6623293161392212
561,7,0.6983644366264343
562,10,0.6598557829856873
563,9,0.6613142490386963
564,9,0.6744030117988586
565,9,0.6726178526878357
566,9,0.6816728711128235
567,9,0.6878225803375244
568,9,0.6948307752609253
569,9,0.6699751019477844
570,10,0.6728220582008362
571,9,0.6808806657791138
572,7,0.6792876720428467
573,8,0.6762267351150513
574,9,0.6816948056221008
575,9,0.6801683902740479
576,9,0.6842646598815918
577,9,0.6837978959083557
578,8,0.6795864701271057
579,8,0.685961902141571
580,10,0.6571837067604065
581,8,0.6783009171485901
582,8,0.6791903972625732
583,8,0.6873539090156555
584,8,0.6844840049743652
585,9,0.6808634996414185
586,11,0.6534919738769531
587,10,0.6585618853569031
588,9,0.6808759570121765
589,10,0.6682253479957581
590,10,0.6802703738212585
